"SkinID","Url","Dialogue"
"471","[""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/pangtong05/PangTong_LianHuan_02.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/pangtong05/PangTong_LianHuan_01.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/pangtong05/PangTong_NiePan_01.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/pangtong05/PangTong_NiePan_02.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/pangtong05/PangTong_Dead.mp3""]","[[{""text"": ""连环"", ""confidence"": 0.9999220967292786}, {""text"": ""用计者，非一计之可孤行，必有数计以相"", ""confidence"": 0.9974971413612366}, {""text"": ""之也。"", ""confidence"": 0.937530517578125}, {""text"": ""一计累敌，一计攻敌。"", ""confidence"": 0.9732286334037781}], [{""text"": ""涅"", ""confidence"": 0.876502275466919}, {""text"": ""等待，是为再次飞翔！"", ""confidence"": 0.9906607866287231}, {""text"": ""九天之志，展翅翱翔。"", ""confidence"": 0.9892280697822571}], [{""text"": ""阵亡"", ""confidence"": 0.9831674098968506}, {""text"": ""落，凤，坡。"", ""confidence"": 0.9860793948173523}]]"
"470","[""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/pangtong06/PangTong_LianHuan_02.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/pangtong06/PangTong_LianHuan_01.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/pangtong06/PangTong_NiePan_02.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/pangtong06/PangTong_NiePan_01.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/pangtong06/PangTong_Dead.mp3""]","[[{""text"": ""连环"", ""confidence"": 0.9999036192893982}, {""text"": ""天下纷乱，谁也不能置身事外。"", ""confidence"": 0.996362566947937}, {""text"": ""剩下的，就看卧龙你了。"", ""confidence"": 0.9946101903915405}], [{""text"": ""涅繁"", ""confidence"": 0.6444783210754395}, {""text"": ""朱雀之火，永不熄灭！"", ""confidence"": 0.988753616809845}, {""text"": ""太阳终将再度升起！"", ""confidence"": 0.9932820796966553}], [{""text"": ""阵亡"", ""confidence"": 0.988564133644104}, {""text"": ""这是，哪来的箭？"", ""confidence"": 0.9961272478103638}]]"
"469","[""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/1-spell/spell94_1.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/1-spell/spell94_2.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/1-spell/spell95_2.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/1-spell/spell95_1.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/dead/charDead_36.mp3""]","[[{""text"": ""连环"", ""confidence"": 0.9995793104171753}, {""text"": ""伤一敌可连其百！"", ""confidence"": 0.9836745262145996}, {""text"": ""通通连起来吧！"", ""confidence"": 0.9880903959274292}], [{""text"": ""涅"", ""confidence"": 0.9295773506164551}, {""text"": ""凤岂能消亡？"", ""confidence"": 0.9053130149841309}, {""text"": ""浴火重生！"", ""confidence"": 0.9752838015556335}], [{""text"": ""阵亡"", ""confidence"": 0.9823492169380188}, {""text"": ""看来我命中注定，将丧命于此。"", ""confidence"": 0.9842467904090881}]]"
"468","[]","[[{""text"": ""驱虎"", ""confidence"": 0.9998725652694702}, {""text"": ""此乃驱虎吞狼之计！"", ""confidence"": 0.9636690616607666}, {""text"": ""借你之手，与他一搏吧！"", ""confidence"": 0.9756664633750916}], [{""text"": ""节命"", ""confidence"": 0.9999406337738037}, {""text"": ""秉忠贞之志，守谦退之节！"", ""confidence"": 0.989068329334259}, {""text"": ""我，永不背弃！"", ""confidence"": 0.9918646216392517}], [{""text"": ""阵亡"", ""confidence"": 0.912610650062561}, {""text"": ""主公要臣死，臣，不得不死。"", ""confidence"": 0.9939582347869873}]]"
"467","[]","[[{""text"": ""驱虎"", ""confidence"": 0.9998725652694702}, {""text"": ""此乃驱虎吞狼之计！"", ""confidence"": 0.9636690616607666}, {""text"": ""借你之手，与他一搏吧！"", ""confidence"": 0.9756664633750916}], [{""text"": ""节命"", ""confidence"": 0.9999406337738037}, {""text"": ""秉忠贞之志，守谦退之节！"", ""confidence"": 0.989068329334259}, {""text"": ""我，永不背弃！"", ""confidence"": 0.9918646216392517}], [{""text"": ""阵亡"", ""confidence"": 0.912610650062561}, {""text"": ""主公要臣死，臣，不得不死。"", ""confidence"": 0.9939582347869873}]]"
"466","[]","[[{""text"": ""驱虎"", ""confidence"": 0.9998705983161926}, {""text"": ""驱虎伤敌，保我无虑！"", ""confidence"": 0.983461856842041}, {""text"": ""无需费我，一兵一卒。"", ""confidence"": 0.9935086965560913}], [{""text"": ""节命"", ""confidence"": 0.9998817443847656}, {""text"": ""因势利导，是为良计！"", ""confidence"": 0.9871972799301147}, {""text"": ""杀身成仁，不负皇恩！"", ""confidence"": 0.9911208152770996}], [{""text"": ""阵亡"", ""confidence"": 0.9976555109024048}, {""text"": ""命不由人，徒叹奈何。"", ""confidence"": 0.9933382272720337}]]"
"465","[]","[[{""text"": ""驱虎"", ""confidence"": 0.9998705983161926}, {""text"": ""驱虎伤敌，保我无虑！"", ""confidence"": 0.983461856842041}, {""text"": ""无需费我，一兵一卒。"", ""confidence"": 0.9935086965560913}], [{""text"": ""节命"", ""confidence"": 0.9998817443847656}, {""text"": ""因势利导，是为良计！"", ""confidence"": 0.9871972799301147}, {""text"": ""杀身成仁，不负皇恩！"", ""confidence"": 0.9911208152770996}], [{""text"": ""阵亡"", ""confidence"": 0.9976555109024048}, {""text"": ""命不由人，徒叹奈何。"", ""confidence"": 0.9933382272720337}]]"
"464","[]","[[{""text"": ""驱虎"", ""confidence"": 0.9998739957809448}, {""text"": ""驱虎伤敌，保我无虑！"", ""confidence"": 0.9817719459533691}, {""text"": ""无需费我，一兵一卒。"", ""confidence"": 0.9863278269767761}], [{""text"": ""节命"", ""confidence"": 0.9999037981033325}, {""text"": ""因势利导，是为良计！"", ""confidence"": 0.9894368052482605}, {""text"": ""杀身成仁，不负皇恩！"", ""confidence"": 0.993470311164856}], [{""text"": ""阵亡"", ""confidence"": 0.9923481941223145}, {""text"": ""命不由人，徒叹奈何。"", ""confidence"": 0.9949992299079895}]]"
"463","[""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/xunyu05/XunYu_QuHu_01.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/xunyu05/XunYu_QuHu_02.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/xunyu05/XunYu_JieMing_01.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/xunyu05/XunYu_JieMing_02.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/xunyu05/XunYu_Dead.mp3""]","[[{""text"": ""驱虎"", ""confidence"": 0.9998705983161926}, {""text"": ""驱虎伤敌，保我无虑！"", ""confidence"": 0.983461856842041}, {""text"": ""无需费我，一兵一卒。"", ""confidence"": 0.9935086965560913}], [{""text"": ""节命"", ""confidence"": 0.9998817443847656}, {""text"": ""因势利导，是为良计！"", ""confidence"": 0.9871972799301147}, {""text"": ""杀身成仁，不负皇恩！"", ""confidence"": 0.9911208152770996}], [{""text"": ""阵亡"", ""confidence"": 0.9976555109024048}, {""text"": ""命不由人，徒叹奈何。"", ""confidence"": 0.9933382272720337}]]"
"462","[""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/xunyu01/XunYu_QuHu_01.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/xunyu01/XunYu_QuHu_02.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/xunyu01/XunYu_JieMing_02.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/xunyu01/XunYu_JieMing_01.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/xunyu01/XunYu_Dead.mp3""]","[[{""text"": ""驱虎"", ""confidence"": 0.9998723864555359}, {""text"": ""虎狼之师，为我所用！"", ""confidence"": 0.9765748977661133}, {""text"": ""二虎猎食，猎人得利。"", ""confidence"": 0.9978089332580566}], [{""text"": ""节命"", ""confidence"": 0.9999618530273438}, {""text"": ""或忠信而死节兮，或漫而不疑。"", ""confidence"": 0.95839923620224}, {""text"": ""生食汉禄，死为汉臣。"", ""confidence"": 0.9955613017082214}], [{""text"": ""阵亡"", ""confidence"": 0.9853842258453369}, {""text"": ""谢主隆恩。"", ""confidence"": 0.9911123514175415}]]"
"461","[""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/xunyu08/XunYu_QuHu_02.mp3?v=a8e3735b1"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/xunyu08/XunYu_QuHu_01.mp3?v=f16589981"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/xunyu08/XunYu_JieMing_02.mp3?v=b28f66461"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/xunyu08/XunYu_JieMing_01.mp3?v=78b6f1361"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/xunyu08/XunYu_Dead.mp3?v=6e132bf21""]","[[{""text"": ""驱虎"", ""confidence"": 0.9998952746391296}, {""text"": ""厉虎短智，自当为我所用！"", ""confidence"": 0.9866593480110168}, {""text"": ""损彼以利己，其道上行也。"", ""confidence"": 0.9810418486595154}], [{""text"": ""节命"", ""confidence"": 0.9999386668205261}, {""text"": ""三尺之躯，亦可死节也！"", ""confidence"": 0.9884535074234009}, {""text"": ""襄曹而秉汉，守节而立命。"", ""confidence"": 0.9948939681053162}], [{""text"": ""阵亡"", ""confidence"": 0.9930113554000854}, {""text"": ""世间安得两全法，不负曹公不负心。"", ""confidence"": 0.99041748046875}]]"
"460","[""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/xunyu03/XunYu_QuHu_01.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/xunyu03/XunYu_QuHu_02.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/xunyu03/XunYu_JieMing_01.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/xunyu03/XunYu_JieMing_02.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/xunyu03/XunYu_Dead.mp3""]","[[{""text"": ""驱虎"", ""confidence"": 0.9999299049377441}, {""text"": ""虎狼虽恶，亦能为武所镊、为智所驱！"", ""confidence"": 0.9592586755752563}, {""text"": ""狭路相逢，唯勇进得胜，无委屈求全！"", ""confidence"": 0.9862310886383057}], [{""text"": ""节命"", ""confidence"": 0.9999818801879883}, {""text"": ""捐躯赴时难，我何惜此头！"", ""confidence"": 0.9862340092658997}, {""text"": ""书生尚敢战，况君英雄乎！"", ""confidence"": 0.9916753768920898}], [{""text"": ""阵亡"", ""confidence"": 0.988295316696167}, {""text"": ""》百无一用，是书生。"", ""confidence"": 0.9427351951599121}]]"
"459","[""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/xunyu02/XunYu_QuHu_01.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/xunyu02/XunYu_QuHu_02.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/xunyu02/XunYu_JieMing_01.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/xunyu02/XunYu_JieMing_02.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/xunyu02/XunYu_Dead.mp3""]","[[{""text"": ""驱虎"", ""confidence"": 0.9998666048049927}, {""text"": ""不战而屈敌之兵。"", ""confidence"": 0.9878430366516113}, {""text"": ""静待良机，一击灭敌。"", ""confidence"": 0.9917832612991333}], [{""text"": ""节命"", ""confidence"": 0.9999857544898987}, {""text"": ""士者自当有气节。"", ""confidence"": 0.9905210733413696}, {""text"": ""士，自当建功立业，节气为先。"", ""confidence"": 0.9957030415534973}], [{""text"": ""阵亡"", ""confidence"": 0.9799506068229675}, {""text"": ""主公，臣下先行一步。"", ""confidence"": 0.9935522079467773}]]"
"458","[""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/xunyu07/XunYu_QuHu_02.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/xunyu07/XunYu_QuHu_01.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/xunyu07/XunYu_JieMing_02.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/xunyu07/XunYu_JieMing_01.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/xunyu07/XunYu_Dead.mp3""]","[[{""text"": ""驱虎"", ""confidence"": 0.9998870491981506}, {""text"": ""看我，二桃杀三士。"", ""confidence"": 0.9971961975097656}, {""text"": ""驱邪避恶，佑社稷黎民。"", ""confidence"": 0.9779317378997803}], [{""text"": ""节命"", ""confidence"": 0.9999624490737915}, {""text"": ""相不能施勇，士不可无节。"", ""confidence"": 0.9967376589775085}, {""text"": ""我，愿用一生的忠诚，回报主公。"", ""confidence"": 0.9898117780685425}], [{""text"": ""阵亡"", ""confidence"": 0.9928454160690308}, {""text"": ""天狗，也逃不过兔死狗烹的结局吗？"", ""confidence"": 0.9731323719024658}]]"
"457","[""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/xunyu04/XunYu_QuHu_01.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/xunyu04/XunYu_QuHu_02.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/xunyu04/XunYu_JieMing_01.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/xunyu04/XunYu_JieMing_02.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/xunyu04/XunYu_Dead.mp3""]","[[{""text"": ""驱虎"", ""confidence"": 0.9998952746391296}, {""text"": ""以王佐之才，驱匹夫之勇！"", ""confidence"": 0.990985095500946}, {""text"": ""坐山观虎斗，竞罢得渔利。"", ""confidence"": 0.9893166422843933}], [{""text"": ""节命"", ""confidence"": 0.9999890327453613}, {""text"": ""七尺之身，既已许国，难再许公。"", ""confidence"": 0.9943521618843079}, {""text"": ""士之所守，唯秉汉节、恪忠义！"", ""confidence"": 0.9853237867355347}], [{""text"": ""阵亡"", ""confidence"": 0.9534206986427307}, {""text"": ""捐躯秉汉节，一死何足惜。"", ""confidence"": 0.9931976199150085}]]"
"456","[""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/1-spell/spell92_1.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/1-spell/spell92_2.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/1-spell/spell93_1.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/1-spell/spell93_2.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/dead/charDead_35.mp3""]","[[{""text"": ""驱虎"", ""confidence"": 0.9998725652694702}, {""text"": ""此乃驱虎吞狼之计！"", ""confidence"": 0.9636690616607666}, {""text"": ""借你之手，与他一搏吧！"", ""confidence"": 0.9756664633750916}], [{""text"": ""节命"", ""confidence"": 0.9999406337738037}, {""text"": ""秉忠贞之志，守谦退之节！"", ""confidence"": 0.989068329334259}, {""text"": ""我，永不背弃！"", ""confidence"": 0.9918646216392517}], [{""text"": ""阵亡"", ""confidence"": 0.912610650062561}, {""text"": ""主公要臣死，臣，不得不死。"", ""confidence"": 0.9939582347869873}]]"
"455","[]","[[{""text"": ""强袭"", ""confidence"": 0.9996514916419983}, {""text"": ""吃我一戟！"", ""confidence"": 0.9815845489501953}, {""text"": ""看我三步之内取你小命！"", ""confidence"": 0.9899129271507263}], [{""text"": ""阵亡"", ""confidence"": 0.9937936067581177}, {""text"": ""主公！快走！"", ""confidence"": 0.9710847735404968}]]"
"454","[]","[[{""text"": ""强袭"", ""confidence"": 0.9996514916419983}, {""text"": ""吃我一戟！"", ""confidence"": 0.9815845489501953}, {""text"": ""看我三步之内取你小命！"", ""confidence"": 0.9899129271507263}], [{""text"": ""阵亡"", ""confidence"": 0.9937936067581177}, {""text"": ""主公！快走！"", ""confidence"": 0.9710847735404968}]]"
"453","[]","[[{""text"": ""强袭"", ""confidence"": 0.9997643232345581}, {""text"": ""铁戟双提八十斤，威风凛凛震乾坤！"", ""confidence"": 0.9507198929786682}, {""text"": ""勇字当头，义字当先！"", ""confidence"": 0.9901057481765747}], [{""text"": ""阵亡"", ""confidence"": 0.9347314238548279}, {""text"": ""汝等小儿，竟敢害我，拿命来！"", ""confidence"": 0.961974024772644}]]"
"452","[""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/dianwei03/DianWei_QiangXi_01.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/dianwei03/DianWei_QiangXi_02.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/dianwei03/DianWei_Dead.mp3""]","[[{""text"": ""强袭"", ""confidence"": 0.999752938747406}, {""text"": ""铁戟双提八十斤，威风凛凛震乾坤！"", ""confidence"": 0.9691736102104187}, {""text"": ""勇字当头，义字当先！"", ""confidence"": 0.9888578653335571}], [{""text"": ""阵亡"", ""confidence"": 0.9396767616271973}, {""text"": ""汝等小儿，竟敢害我，拿命来！"", ""confidence"": 0.9631908535957336}]]"
"451","[""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/dianwei04/DianWei_QiangXi_02.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/dianwei04/DianWei_QiangXi_01.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/dianwei04/DianWei_Dead.mp3""]","[[{""text"": ""强袭"", ""confidence"": 0.9997142553329468}, {""text"": ""人戟合一，所向披靡！"", ""confidence"": 0.9788896441459656}, {""text"": ""休想靠近主公一步！"", ""confidence"": 0.9767916202545166}], [{""text"": ""阵亡"", ""confidence"": 0.9812654256820679}, {""text"": ""喝酒误事，丢我双戟！"", ""confidence"": 0.9685854911804199}]]"
"450","[""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/dianwei07/DianWei_QiangXi_02.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/dianwei07/DianWei_QiangXi_01.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/dianwei07/DianWei_Dead.mp3""]","[[{""text"": ""强袭"", ""confidence"": 0.9997369647026062}, {""text"": ""》三尺青钢戟，敢折天下兵！"", ""confidence"": 0.9633092880249023}, {""text"": ""威烁万军辟，戟出神鬼惊！"", ""confidence"": 0.9764606356620789}], [{""text"": ""阵亡"", ""confidence"": 0.9980921745300293}, {""text"": ""九幽黄泉，典韦来也！"", ""confidence"": 0.9943701028823853}]]"
"449","[""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/dianwei05/DianWei_QiangXi_02.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/dianwei05/DianWei_QiangXi_01.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/dianwei05/DianWei_Dead.mp3""]","[[{""text"": ""强袭"", ""confidence"": 0.9997360706329346}, {""text"": ""着！你典爷爷的飞戟滋味如何？"", ""confidence"": 0.9738960266113281}, {""text"": ""双戟在手，主公无忧！"", ""confidence"": 0.9870058298110962}], [{""text"": ""阵亡"", ""confidence"": 0.9332684278488159}, {""text"": ""主公已经撤退，我也可以，休息了。"", ""confidence"": 0.9906271696090698}]]"
"448","[""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/dianwei02/DianWei_QiangXi_01.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/dianwei02/DianWei_QiangXi_02.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/dianwei02/DianWei_Dead.mp3""]","[[{""text"": ""强袭"", ""confidence"": 0.9996735453605652}, {""text"": ""飞戟一击，取汝性命。"", ""confidence"": 0.997735857963562}, {""text"": ""牵马拿戟，待我一震。"", ""confidence"": 0.993679404258728}], [{""text"": ""阵亡"", ""confidence"": 0.9937936067581177}, {""text"": ""还我神戟。"", ""confidence"": 0.9908119440078735}]]"
"447","[""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/dianwei06/DianWei_QiangXi_02.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/dianwei06/DianWei_QiangXi_01.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/dianwei06/DianWei_Dead.mp3""]","[[{""text"": ""强袭"", ""confidence"": 0.9996917247772217}, {""text"": ""口出狂言，汝命已结。"", ""confidence"": 0.9875987768173218}, {""text"": ""我的双戟，可不是摆设。"", ""confidence"": 0.9963316321372986}], [{""text"": ""阵亡"", ""confidence"": 0.9398809671401978}, {""text"": ""主公，典韦来世愿再追随。"", ""confidence"": 0.993243396282196}]]"
"446","[""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/1-spell/spell91_2.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/1-spell/spell91_1.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/dead/charDead_34.mp3""]","[[{""text"": ""强袭"", ""confidence"": 0.999651312828064}, {""text"": ""吃我一戟！"", ""confidence"": 0.9815845489501953}, {""text"": ""看我三步之内取你小命！"", ""confidence"": 0.9899129271507263}], [{""text"": ""阵亡"", ""confidence"": 0.9937936067581177}, {""text"": ""主公！快走！"", ""confidence"": 0.9710847735404968}]]"
"445","[]","[[{""text"": ""蛊惑"", ""confidence"": 0.9178943037986755}, {""text"": ""道法玄机，变幻莫测！"", ""confidence"": 0.9862887263298035}, {""text"": ""如真似幻，扑朔迷离！"", ""confidence"": 0.9883756637573242}], [{""text"": ""千幻"", ""confidence"": 0.9996618032455444}, {""text"": ""幻化于阴阳，藏匿于乾坤。"", ""confidence"": 0.9837242960929871}, {""text"": ""幻变迷踪，虽飞鸟亦难觅踪迹！"", ""confidence"": 0.983485758304596}], [{""text"": ""阵亡"", ""confidence"": 0.96012282371521}, {""text"": ""道法玄机，竟被参破。"", ""confidence"": 0.9509699940681458}]]"
"444","[""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/xinyuji01/XinYuJi_GuHuoXin_01.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/xinyuji01/XinYuJi_GuHuoXin_02.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/xinyuji01/XinYuJi_QianHuan_01.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/xinyuji01/XinYuJi_QianHuan_02.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/xinyuji01/GuoZhanYuJi_Dead.mp3""]","[[{""text"": ""蛊惑"", ""confidence"": 0.9352612495422363}, {""text"": ""治的了病，治不了心呐！"", ""confidence"": 0.9743707180023193}, {""text"": ""大道之行，为国为民。"", ""confidence"": 0.9942412376403809}], [{""text"": ""千幻"", ""confidence"": 0.9997109174728394}, {""text"": ""浮云千幻，风雨自来！"", ""confidence"": 0.9923590421676636}, {""text"": ""天道有常，岂容你胡作非为？"", ""confidence"": 0.9805495738983154}], [{""text"": ""阵亡"", ""confidence"": 0.9853842258453369}, {""text"": ""幻化自常在。"", ""confidence"": 0.9946325421333313}]]"
"443","[""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/xinyuji05/XinYuJi_GuHuoXin_02.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/xinyuji05/XinYuJi_GuHuoXin_01.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/xinyuji05/XinYuJi_QianHuan_02.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/xinyuji05/XinYuJi_QianHuan_01.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/xinyuji05/GuoZhanYuJi_Dead.mp3""]","[[{""text"": ""蛊惑"", ""confidence"": 0.9019454121589661}, {""text"": ""色善蛊惑，以乱视听。"", ""confidence"": 0.9585826992988586}, {""text"": ""徒信贵人骄妒之议，独用苟媚蛊惑之言。"", ""confidence"": 0.9435824155807495}], [{""text"": ""千幻"", ""confidence"": 0.9996362924575806}, {""text"": ""道之一途，如镜中花、水中月，可观而不"", ""confidence"": 0.9911994934082031}, {""text"": ""可触之。"", ""confidence"": 0.9970839023590088}, {""text"": ""因果之说，似梦里人、少年情，可遇而不"", ""confidence"": 0.990890622138977}, {""text"": ""可忆之。"", ""confidence"": 0.997623085975647}], [{""text"": ""阵亡"", ""confidence"": 0.9557414054870605}, {""text"": ""法术已破，此地不宜久留。"", ""confidence"": 0.988656759262085}]]"
"442","[""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/xinyuji02/XinYuJi_GuHuoXin_01.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/xinyuji02/XinYuJi_GuHuoXin_02.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/xinyuji02/XinYuJi_QianHuan_01.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/xinyuji02/XinYuJi_QianHuan_02.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/xinyuji02/GuoZhanYuJi_Dead.mp3""]","[[{""text"": ""蛊惑"", ""confidence"": 0.9251292943954468}, {""text"": ""镜花水月，且辨真假！"", ""confidence"": 0.9684338569641113}, {""text"": ""你可猜得透这人心？"", ""confidence"": 0.9934256672859192}], [{""text"": ""千幻"", ""confidence"": 0.9997396469116211}, {""text"": ""幻者千变万化，亦不及人心之变矣！"", ""confidence"": 0.9911994934082031}, {""text"": ""虚实相生，幻者之术也。"", ""confidence"": 0.9912191033363342}], [{""text"": ""阵亡"", ""confidence"": 0.96012282371521}, {""text"": ""大限终焉，皆归虚妄。"", ""confidence"": 0.9862333536148071}]]"
"441","[""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/xinyuji03/XinYuJi_GuHuoXin_02.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/xinyuji03/XinYuJi_GuHuoXin_01.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/xinyuji03/XinYuJi_QianHuan_02.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/xinyuji03/XinYuJi_QianHuan_01.mp3"", ""https://web.sanguosha.com/10/pc/res/assets/runtime/voice/skin/xinyuji03/GuoZhanYuJi_Dead.mp3""]","[[{""text"": ""蛊惑"", ""confidence"": 0.9194287061691284}, {""text"": ""虚者实之，实者虚之。"", ""confidence"": 0.9988894462585449}, {""text"": ""亦真亦假，如虚如幻。"", ""confidence"": 0.9955217242240906}], [{""text"": ""千幻"", ""confidence"": 0.9994910955429077}, {""text"": ""大千世界，皆是虚幻！"", ""confidence"": 0.9880028963088989}, {""text"": ""你能看破这变化吗？"", ""confidence"": 0.9865097403526306}], [{""text"": ""阵亡"", ""confidence"": 0.9805642366409302}, {""text"": ""气数至此，恐不能逃。"", ""confidence"": 0.9906404614448547}]]"
